name,address,rating,open_close,price,gps,image_src,comments,url,tags
Obi House - Quán Ăn Hàn Nhật,"43H Mạc Thiên Tích, Quận Ninh Kiều, Cần Thơ",7.6,14:00 - 22:00,60.000đ - 550.000đ,"10.0290110000000, 105.7744360000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhxhzp00s7tf7@resize_ss576x330,"Nhân một ngày kỉ niệm đặc biệt , mình và người yêu có đặt bàn ở quán này . Chị chủ quán khá là dễ thương, lanh lẹn , nói chuyện hiền dịu và vô cùng nhiệt tình . Còn nhân viên cũng thân thiện và chu đáo. Mình đặt cọc 300k để trang trí này kia , sau khi ăn thì mình trả hêm cỡ 300k nữa , tổng là 600k . Đồ ăn ở đây ngon , tươi , nước chấm đậm đà . Về phần trang trí thì trang trí tiệc của mình khá đẹp mắt , lãng mạn.. Nhân sinh nhật có làm tiệc nhỏ nhỏ khoảng 7 người ở đây. Được tư vấn đặt combo theo số lượng người thì đã combo lẩu 4 người và combo lẩu nướng 2 người, trong đó có 6 ly coca lun rất tiện. Mà vui nữa là sinh nhật hay kỷ niệm j thì quán free trang trí background dễ thương lắm để chụp hình với làm đẹp cho bữa tiệc nữa. 
 Làm trên sân thượng có đèn rất sáng, mát nữa nhưng đường lên rất ư là khó vì cầu thang xoắn mang giày cao gót thành ra khó khăn và chóng mặt 😅😂.
 Các bạn nhân viên cũng dễ chịu vì mình nhờ vả cũng nhiều kkk. Mình thật sự rất thích lẩu shabu ở đâyyyy , nhưng nó lâu sôi qá mún ăn phải chờ sôi rất lâu và cái lẩu giấy nên nó hơi nhỏ mình ko thích lắm . Đồ ăn thì xuất sắc ruiiiiii mình chie mún cái lẩu nó bự hơn mới cừa sức ăn của mình kkkk. Thật sự rất mất thời gian với cái quán này.
Gọi combo 499k và 6 chai strongbow. Bé phục vụ nói đợi 15p sẽ có đồ ăn.
Mình vào 19h45 đến 20h45 mới đem đồ ăn ra.
6 chai Strongbow tự ý khui hết trơn. may mình ko kêu 20 chai.
Khi đem đồ ăn ra như chơi đồ hàng của con nít. thứ 1 chút và cái lò lẩu giấy 10p ko sôi nổi.
Đợi ko nổi đành gọi tính tiền thì bé chạy đi lấy bill rất là nhanh :) khoảng 1p30s là có bil hết 631k chẳng ăn được tí gì.
Kêu lấy hộp bỏ vào đem về thì sau khi lấy được tiền không thiết phục vụ nữa, đợi mãi cho được 2 cái bọc nhỏ sao đựng đủ ko biết. Đành dồn đại vào về luôn.
Ko trách các bé phục vụ nhưng trách quản lý hay chủ quán.
Ko tiếp được khách thì nên báo trước để họ không phải đợi dài cổ và bắt ngồi đợi cả tiếng như thế.
Quay lại: Sẽ không quay lại quán này 1 lần nào nữa.",https://www.foody.vn/can-tho/obi-house-quan-an-han-nhat,"Món hàn, Món nhật, Quán ăn"
Phúc Long 30/4 Cần Thơ,"384 Đường 30 Tháng 4, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",8.2,08:00 - 20:00,30.000đ - 50.000đ,"10.0216210000000, 105.7703090000000",https://down-vn.img.susercontent.com/vn-11134513-820l4-mfamtqvvksgbce@resize_ss576x330,"Lucky Tea rất ngon 
Đặt trên Now ( app Shopee ) được giảm 60K. Huong vi van ngon nhu ngay nao PHUC LONG la best👏👏👏. Lần đầu tiên mình vào Phúc Long thật sự bất ngờ với chất lượng dịch vụ, từ mấy anh bảo vệ cho tới mấy bạn nhân viên. Không gian rộng rãi, có cả khu outside thoáng mát, cực thích để học nhóm.. Không gian quán thoáng đãng, trang nhã, phù hợp cho mọi lứa tuổi, có bàn dài cho nhóm bạn. Mình cũng đã cùng bạn bè đến check-in và ăn sinh nhật ở đây. Món highly recommend là trà sữa original thơm xĩu lun, không thể bỏ qua khi đến Phúc Long. Giá cả nói chung là khá hợp lí so với chất lượng trà. Trà đào đá xay vị cũng là lạ, nên thử, giá hơi đắt. Bánh croisant chocolate cũng khá ổn, bánh được làm nóng trước khi phục vụ. Vấn đề duy nhất là bãi xe khá xa, phải chịu khó đi bộ một khoảng nếu bãi xe phía trước quán hết chỗ.",https://www.foody.vn/can-tho/phuc-long-30-4-can-tho,"Café, Dessert"
Trà Sữa Nhà Làm - Nguyễn Văn Linh,"305/8C Nguyễn Văn Linh, Quận Ninh Kiều, Cần Thơ",7.2,18:00 - 21:00,15.000đ - 20.000đ,"10.0294551063956, 105.7528247684240",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8t8nf0w995d0@resize_ss576x330,"Tình cờ đi ngang thấy chỗ này bán cũng đc nhiều khách ghé mua trà sữa mà thấy giờ rộ dụ trà sữa nhà làm bán ngon và chất lượng nên cũng muốn thử coi sao. 
 Nói làm tạm thui chứ vị hok ngon đâu giá thấy cũng hok rẻ nữa ly matcha chỉ để khúc bạch 18k mà đá nhiều nước để chừng 2/3 ly dù ly cao. Túm lại cũng bình thường vị đại trà như những quán khác có ngon là khúc bạch. Vs lại nhân viên bán hình như chưa rành nữa. Làm thì nhanh mà hỏi khách người này nghe mà người kia đưa menu chọn lại. Tối sao coi ta.....",https://www.foody.vn/can-tho/tra-sua-nha-lam-nguyen-van-linh,"Trà sữa, Vỉa hè, Ăn vặt"
Hải Sản 91B - Quán Nhậu,"C137 Nguyễn Văn Linh, Quận Ninh Kiều, Cần Thơ",7.4,17:00 - 23:00,60.000đ - 300.000đ,"10.0341100000000, 105.7478850000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwev17zqq21ld6@resize_ss576x330,"Điểm cộng: 
 + Mình ấn tượng với ba món tại quán này. Bê hấp rau rừng, Đuôi bò xào tiêu và Cá lóc nướng muối. Rau rừng ở đây nhiều và rất là phong phú, đủ hết các loại. Thích nhất là món Đuôi bò nấu tiêu. Quán làm vừa ăn, Thịt bê ngon, giòn mềm, hòa quyện với vị tiêu xanh thơm. Món Cá lóc nướng muối là món quán tặng, cá được bọc trong lớp muối bên ngoài gói giấy bạc nướng. Thịt cá rất là ngọt và thơm.
 + Giá cả hợp lý hôm trước sáu người ăn uống no say mà có hơn 700k.
Điểm trừ: 
+ Quán hơi nhỏ nhưng rất đông nên hơi chậc.",https://www.foody.vn/can-tho/hai-san-91b-quan-nhau,"Hải sản, Nhậu, Quán nhậu"
Quán Thịnh - Hủ Tiếu & Bánh Canh,"233/44 Nguyễn Văn Cừ, P. An Hòa, Quận Ninh Kiều, Cần Thơ",8.3,11:00 - 17:00,15.000đ - 30.000đ,"10.0463450000000, 105.7707610000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhxthtg02xl32@resize_ss576x330,"Bữa vừa được thử bánh canh cua của quán, cực ngon, cua nhìu mà được bonus thêm cục gạch cua đỏ đỏ béo béo nữa 😂😂 chắc hên mới được. Tô được quán nặn chanh vào sẵn. Mình khá thích. Nó chua chua nhẹ. Hợp với bánh canh cua ăn ko ngán. Thịt nhìu, chả dày. Tô hình như 28k. Ăn no ứ ự. Nhưng quán 1 tuần chỉ bán 1 ngày bánh canh cua 😭😭 mỗi ngày 1 menu. Đã thử bánh xèo bánh khọt của quán vào t7,cn. Rất ngon luôn. Sẽ ráng thử hết tất cả các món của quán.. Quán này lạ hoắc nên lúc đầu ông anh rủ ăn mình cũng ngờ ngợ, nhưng không nghĩ bánh flan ngon toẹt vời, bánh tằm ông anh mình nói ăn ngon, ổng nói có hôm khác sẽ đặt nữa, 20k cũng khá nhiều đồ ăn. Chỉ tiếc là không có xíu mại như bên Ung Văn Khiêm. Đặc biệt menu luân phiên thay đổi theo ngày, có bánh mặn, bún măng, bánh khọt bánh xèo, bánh canh cua, hủ tiếu mì bánh lọt,... chỉ riêng bánh flan thì ngày nào cũng có: 6,000 đồng/bánh.

Hiện quán còn ưu đãi free-ship và giảm khi thanh toán airpay ớ!",https://www.foody.vn/can-tho/quan-thinh-banh-xeo-banh-khot-banh-canh-cua,"Bánh canh, Hủ tiếu, Quán ăn"
Bún Riêu & Bún Xào - Nguyễn Hiền,"60 Nguyễn Hiền, P. An Khánh, Quận Ninh Kiều, Cần Thơ",7.0,06:00 - 23:00,17.000đ - 25.000đ,"10.0231333000000, 105.7562915000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwf0bula6imz43@resize_ss576x330,"Chỗ này chạy đến cafe Trang Hạ qua hai căn nhà là thấy. Quán cũng hơi bình dân vì chỉ bắt bàn để ăn thui mà cũng có mấy cái à. 
 Ở đây bán bún riêu cua và bún thịt xào. Giá là 17k, cũng đc chỗ là bún riêu còn có thêm thịt xương. Còn bún xào mua thì quán làm khá nhiều bún giá và dưa leo. Khi mở hộp thấy cũng hết hồn vì bt ăn có 15k thui lúc đầu nghĩ quán bán hơi cao nhưng khi ăn mới thấy do cho nhiều hơn. Đồ xào cũng ổn riêng có nước mắm là hok thích mùi nó nặng quá ăn làm ảnh hưởng đến khứu giác.... 😥",https://www.foody.vn/can-tho/bun-rieu-bun-xao-nguyen-hien,"Bún, Bún riêu, Quán ăn, Xào"
Anh Thái - Cua Biển Cà Mau - Hùng Vương,"54/1A (Hẻm 54) Hùng Vương, P. Thới Bình, Quận Ninh Kiều, Cần Thơ",5.0,06:00 - 20:00,120.000đ - 120.000đ,"10.0440928000000, 105.7782806000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwaq37hqg9gb59@resize_ss576x330,"Đặt hàng trên Now App lúc 10h05, giao hàng lúc 10h54
Cua luộc nước dừa 120k (2 con/200g): thịt tươi, chắc nhưng quá nhỏ",https://www.foody.vn/can-tho/anh-thai-cua-bien-ca-mau,"Cua, Quán ăn"
Hoàng Kí - Cơm Gà Xối Mỡ,"36/6D Trần Chiên, P. Lê Bình, Quận Cái Răng, Cần Thơ",8.6,09:00 - 21:00,16.000đ - 18.000đ,"10.0017460000000, 105.7569229000001",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw97wi6spvx733@resize_ss576x330,"Cho các bạn gần trường đại học Tây Đô muốn ăn trưa ăn chiều ăn tối nha 😂😂😂
- Không gian : quán có không gian khá rộng, nói chung là ổn . 
- Đồ ăn : gà ở đây chiên rất ngon nhe 😆 lớp da mặn mặn ngọt ngọt thấm đều . Thịt gà mềm . Chỉ có phần cơm hơi lạc thôi nên mỗi lần ăn mình chỉ xịt tương ớt vào 😂
- Phục vụ : chủ quán rất vui tính nhe 😁 ship tận nơi gần khu vực Tây Đô hoặc Cái Răng đó 😝",https://www.foody.vn/can-tho/hoang-ki-com-ga-xoi-mo,"Cơm, Cơm gà, Gà, Quán ăn"
Cơm Thố Gia Hân,"174D Trần Quang Diệu, P. An Thới, Quận Bình Thủy, Cần Thơ",7.8,08:00 - 22:00,25.000đ - 40.000đ,"10.0583360000000, 105.7639750000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8u1f3laswra5@resize_ss576x330,"Menu nhiều món, có cả cơm chay nữa. Không gian cũng khá rộng đối với 1 quán ăn, có máy lạnh luôn. Đi từ ngã 3***vào thì quán nằm bên tay trái.",https://www.foody.vn/can-tho/com-tho-gia-han,"Cơm, Quán ăn"
Mì Cay Omega - Trần Hưng Đạo,"20 Trần Hưng Đạo, Quận Ninh Kiều, Cần Thơ",7.0,08:00 - 22:00,15.000đ - 55.000đ,"10.0390914558130, 105.7769056409597",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfjis52r3yxd5@resize_ss576x330,"Mì cay omega super ngon trong lòng của tớ 😂. Omega chưa bao giờ làm mình thất vọng, ngon khó cưỡng, cay đã quá chừng, ăn là phải size lớn mới đã nhe!. Những ngày trời mưa lạnh lạnh cứ chạy ra Omega làm tô mỳ cay to bự là ấm bụng liền. Mà đi hết mấy chi nhánh vẫn thích chi nhánh Trần Hưng Đạo nhất. Vì sao ư? Đơn giản là tại không gian siêu siêu đẹp. Mình không nhớ rõ là có tổng cộng bao nhiêu tầng, chỉ nhớ tầng 1 (Cổ Điển) tầng 2 (Hầm Rượu) & tầng 3 (Lồng Chim) thôi. Mà ưng nhất là tầng 3, decor đẹp, sáng và ngồi cũng thấy thoáng hơn 2 tầng kia (Hầm Rượu đèn vàng nên chụp hình không có đẹp). 
Bình thường thì mình cũng như mọi người, ghé Omega cũng chỉ mì cay thẳng tiến. Gần đây thì mình mới để ý menu có món mì Udon nên cũng thử cho biết ai ngờ đâu ngon quá trời. Mì Udon có 2 loại Bulogi & Sari (nhân viên sẽ nói cho bạn biết cái nào là chua cay & cái nào là ngọt, còn mình thì quên mất tiêu rồi!!!). Udon chua cay thì cũng như mì cay 0 độ thôi nên bạn nào không ăn cay được vẫn không sao. Còn Udon ngọt thì mình thấy ăn bình thường. À, còn menu nước thì cũng đa dạng lắm, giá cũng chỉ tầm 25-35k gì thôi. Ăn mì mà cảm thấy cay quá thì mọi người nên uống Yogurt trái cây 25k/ly (thêm trái cây tươi là 5k) hoặc sữa tươi trân châu đường đen là tốt nhất. 
Còn các bạn nhân viên thì cũng tùy bạn mà nói chung mình thấy cũng lịch sự, thân thiện.. Quán tận mấy tầng mà một tầng hết bàn một tầng mấy tầng kia không thèm phục vụ bắt ngồi chờ, biết chờ đến khi nào. Nhạc thì mở những bài nghe là hết cảm xúc ăn 😑😑😑. Bực bội!!! Dù gần nhà cũng không muốn ghé nữa 😡😡😡",https://www.foody.vn/can-tho/mi-cay-omega-tran-hung-dao,"Mì, Mì cay, Món hàn, Quán ăn"
Nước Ép 7 Ngày - Nguyễn Văn Linh,"329 Nguyễn Văn Linh, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",6.7,08:00 - 21:00,15.000đ - 20.000đ,"10.0255260000000, 105.7586170000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu4dlxsoujdb4@resize_ss576x330,"Bữa nghe nói quán có chương trình mua 1 được tặng 1 nước ép nên đã ghé quán để dùng thử. Quán đặt ở đường Nguyễn Văn Linh đầu đường Nguyễn Hiền (khu dân cư 91B) nên dễ tìm lắm. Quán bán dạng mang đi nên không gian gì mấy, nhân viên phục vụ khá thân thiện, làm việc khá nhanh nhẹn, mình không cần đợi quá lâu để có đồ uống. Như hình là ly nước ép bưởi của quán, uống cũng khá ngon, mùi vị hơi chua nhưng thêm miếng đường là uống được rồi. Ly như hình có giá 15k à.. Chỗ này cũng thuộc chi nhánh của matcha Nga. Quán nằm trên đường Nguyễn Văn Linh, ngay khúc quẹo vào đường Nguyễn Hiền của khu dân cư 91B. Với bảng hiệu khá lớn màu cam thì quán cũng khá nổi bật, không khó tìm đâu. Điểm mình thích ở quán là ép trái cây tươi, trái cây trưng bày đàng hoàng, trái nào trái nấy đều được tuyển chọn, nhìn màu sắc rất ổn. Lúc mình mua là chọn ly nước ép khóm. Tuần khai trương lại còn được tặng thêm ly ép ổi nữa. Rất ok luôn. Do quán ép trái cây tươi nên bạn nào uống ngọt thì phải dặn thêm đường nhe :3. Nước cam để ít đường nên đối với cảm nhận của mình thì khá là chua. Mọi hôm mình mua bảo để đường đá bình thường cũng không chua nhiều như vậy, chắc là do hôm nay xui dính phải cam chua. Thái độ của 1 bạn nhân viên hôm nay cũng làm mình không hài lòng lắm.",https://www.foody.vn/can-tho/nuoc-ep-7-ngay-nguyen-van-linh,"Café, Dessert, Nước ép"
P.Juice - Detox & Salad Ăn Kiêng,"11/2 Hẻm 2 Mậu Thân, P. Xuân Khánh, Quận Ninh Kiều, Cần Thơ",7.2,08:00 - 18:30,15.000đ - 49.000đ,"10.0282495000000, 105.7761430000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu3dp3wl9s42c@resize_ss576x330,"Với giá 45k một phần ăn sạch cho cơ thể như thế này thì mình nghĩ rất đáng chi. 😀 
Gà om nấm ngon lắm, nhiều nửa nhen, cứ nghĩ đồ ăn kiêng thì tiệm cho ít lắm chứ hihi 
Rau củ tươi ngon, chỉ là ảnh salad có Bơ mà mình nhận được ko có bơ, mùa này mùa bơ mà nhỉ? 😑
Chung quy là mình sẽ lại ủng hộ, lần sau sẽ thử các món nước ép.. P.juice hoạt động đã lâu mà nay mình mới biết đến và dùng thử^^

P.juice ở KDC 324 (sát Amway Cần Thơ) đường 30/4. Chạy thẳng vào, bỏ con quẹo đầu tiên, P.juice ở con quẹo thứ 2 bên trái, chạy thẳng đến cuối đường là gặp P.juice, có bảng hiệu nên bạn sẽ dễ nhận ra.

P.juice chuyên cung cấp thực phẩm giảm cân, thải độc, đẹp da cho các chị em^^ Như hình là green juice lever 1 (35k) nước rất ngon, do là detox nên độ ngọt tự nhiên, không đường, không hoá chất!

Ở P.juice đang có chương trình giảm cân theo liệu trình 3-5-7 ngày rất hiệu quả, rất đáng để bạn tin dùng^^!. Đúng như tên quán, đúng chất ăn kiêng luôn. Mình gọi phần detox tên gì cũng dài lắm mà mình quên mất tiêu rồi. Chỉ nhớ thành phần trong đó có vị cà chua, lúc đầu hơi khó uống nên uống từ từ rồi bảo quản tủ lạnh. Sau này uống đỡ hơn, quen hơn rồi mới tập uống nhiều hơn. Nhưng đúng chất ăn kiêng, đúng chất dinh dưỡng luôn. Món còn lại là cơm gạo lức thịt gà. Cơm gạo lức nhạt dễ ăn, gà và rau cũng được nêm nếm khá vừa ăn. Cơm gạo lức khá ít, đa phần là gà và rau, kiểu bổ sung đạm nhiều hơn tinh bột :3 Giá cao nhưng tiền nào của đó :3. Ngày nào mình cũng ăn, quán làm đồ ăn rất ngon,nhất là món gà nấm, nước uống cũng ok lắm. Nhưng không hiểu sao kêu 5 lần lúc nào cũng thiếu đồ, bữa nước thiếu đá, bữa thì thiếu đũa muỗng, bữa thiếu nước tương, như hôm nay là kêu 3 món thiếu luôn 1 món ăn. Thích đồ ăn quán lắm nhưng mà làm liên tục mấy lần ntn thì hơi bực ạ. Mong quán kiểm tra kĩ lại khâu chuẩn bị đồ ăn cho khách.",https://www.foody.vn/can-tho/p-juice-detox-salad-an-kieng,"Café, Dessert, Salad"
Bún Đậu Mắm Tôm 3 Phải - Mậu Thân,"28 Mậu Thân, P. An Hòa, Quận Ninh Kiều, Cần Thơ",8.7,10:00 - 21:00,10.000đ - 115.000đ,"10.0402699000000, 105.7683911000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu8jvzjqly177@resize_ss576x330,"Đồ ăn nhiều, ngon, giá bình dân, trang trí đẹp mắt. Mình đi ăn 2 người ăn mẹt cặp đôi là nó muốn xỉu luôn.. Mẹt 65k đầy đủ, thịt, đậu, nem, chả, hoành thánh. 2 người ăn no ná thở luôn. Rau, bún, trà đá free hết, tính kêu thêm mà ăn k nổi nữa nên thôi :)). đồ ăn thơm, nhiều nhưng nhân viên quán làm ơn để ý dùm ko cho nước chấm ăn kiểu gì? tội shipper quay đi quay lại lấy
bực cả mình.",https://www.foody.vn/can-tho/bun-dau-mam-tom-3-phai-mau-than,"Bún, Bún đậu, Mắm tôm, Quán ăn, Tôm"
Tròn - Quán Nhậu Bình Dân,"251/38A Trần Ngọc Quế, Quận Ninh Kiều, Cần Thơ",5.6,17:00 - 22:00,10.000đ - 100.000đ,"10.0204962929772, 105.7714979723095",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9x6zf74na36a@resize_ss576x330,"Đây là quán nhậu bình dân Tròn nằm trên đường Trần Ngọc Quế phía thẳng ra sông Tầm Vu. Quán nằm trước cửa trường mầm non Sao Mai. Tuy nói là quán nhậu nhưng cũng có sinh viên hoặc gia đình cùng ăn. Điều đặc biệt của quán này là 1 phần lẩu bò, Trâu nhúng mẻ phần nhỏ 80k, phần lớn 100k. Giá vô cùng thấp. Nhưng phần lớn là ăn cả gia đình. Hôm đó tụi mình 3 người ăn phần nhỏ 80k là ăn muốn không nổi rồi. Cô chủ rất dễ thương, cô nói tuy giá thấp nhưng cô bán thịt ngon và sạch an toàn lắm. Cô bán lấy vốn thôi. Khi mới vào còn được khuyến mãi thêm dĩa sơ ri không tính tiền. Cô nói tùy mùa. Có mùa có xoài cô cho xoài, có ổi cô cho ổi. Mì gói 5k 1 gói. Hột vịt lộn bỏ vô lẩu 5k 1 trứng. Đồ ăn ở đây nhiều lắm và cũng rất ngon. Hôm bữa mình ăn trâu nhúng mẻ. Mẻ rất vừa miệng, thịt trâu cũng tươi ngon. Trà đá cũng không tính tiền. Có dịp mình sẽ ủng hộ quán dài dài.. Quán ăn vừa giá... Khẩu vị cũng ngon.. Nhưng nhân viên phục vụ thái độ rất tệ từ giữ xe đến bưng bê đồ ăn... Vì nhân viên toàn là con cháu trong nhà nên như vậy",https://www.foody.vn/can-tho/tron-quan-nhau-binh-dan,"Bình dân, Nhậu, Quán nhậu"
Bún Thái 68 Phương Tâm - Trần Chiên,"81 Trần Chiên, P. Lê Bình, Quận Cái Răng, Cần Thơ",9.0,06:30 - 22:00,25.000đ - 79.000đ,"10.0034360000000, 105.7554172000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv799q69hvo19@resize_ss576x330,"Nhìn thôi đã phát mê rồi, các bạn nên thử một lần, không trải nghiệm thì thôi chứ trải nghiệm một lần là dính luôn ấy",https://www.foody.vn/can-tho/bun-thai-68-phuong-tam-tran-chien,"Bún, Chiên, Quán ăn"
Lumos Bakery & Joy - Bánh Âu & Trà - 6 Phan Văn Trị,"6 Phan Văn Trị, P. An Phú, Quận Ninh Kiều, Cần Thơ",7.0,08:00 - 22:00,16.000đ - 29.000đ,"10.0329180000000, 105.7802160000000",https://down-vn.img.susercontent.com/vn-11134513-7ras8-mcx8msc8cpcs54@resize_ss576x330,"Cà phê thơm ngon đặc biệt. Mình rất thích. Quán view đẹp, đồ uống ngon. Tot. Dịch vụ tốt",https://www.foody.vn/can-tho/lumos-bakery-joy-banh-au-tra-6-phan-van-tri,"Café, Dessert"
Dì Út - Bún Thịt Nướng,"56 Điện Biên Phủ, P. Tân An, Quận Ninh Kiều, Cần Thơ",7.4,06:00 - 16:00,18.000đ - 18.000đ,"10.0294445000000, 105.7853231000000",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwany90mquaj88@resize_ss576x330,"Quán bán ăn ngon, hợp vệ sinh , không gian rộng, thoáng mát !! 👍🏻👍🏻",https://www.foody.vn/can-tho/di-ut-bun-thit-nuong,"Bún, Bún thịt nướng, Nướng, Quán ăn"
"Quán 3CE - Bánh Hỏi, Chiên Giòn & Bún Đậu Mắm Tôm - Đường số 7","Số 26, Đường Số 7, Khu Giảng Viên Đại Học Cần Thơ, P. An Khánh, Quận Ninh Kiều, Cần Thơ",7.0,10:00 - 21:30,10.000đ - 35.000đ,"10.0285371000000, 105.7614299000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv0jlhvzw6168@resize_ss576x330,"Quán ngon mà không hiểu vì sao rating thấp như vậy. Chị chủ quán nhiệt tình, đồ ăn vị ngon, sạch sẽ, sẽ ghé lại lần sau.. Đặt hàng trên Now.vn lúc 18h02, giao hàng lúc 18h32
Bánh hỏi thịt heo chiên giòn: heo quay rất giòn và ngon
Rau: rau dấp cá, rau thơm, rau xà lách, dưa leo.
Lòng rán: Không giòn (có lẽ nên ăn tại quán). Phần 70k + 15k ship
Mã giảm giá cfon 50k. Đặt hàng trên Now.vn lúc 10h55, giao hàng lúc 11h14
Ăn ngon nên order lần 2
1 phần Thịt thêm của bún đậu 15k: có 80gr thịt heo
2 phần Thịt heo chiên giòn thêm 50k: có 160gr heo quay, da heo rất giòn có nước sốt bên trên ăn với bánh mì khỏi xịt nước tương >> ngon",https://www.foody.vn/can-tho/quan-3ce-banh-hoi-chien-gion-bun-dau-mam-tom-duong-so-7,"Bar, Bún, Bún đậu, Chiên, Mắm tôm, Pub, Tôm"
Thu Hiền - Bún Măng & Bún Cari,"9A Nguyễn Văn Linh, P. Hưng Lợi, Quận Ninh Kiều, Cần Thơ",7.6,13:00 - 19:00,30.000đ - 50.000đ,"10.0203111000000, 105.7666465000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu00gxj1a558a@resize_ss576x330,"Quán này bán cũng lâu đời ấy, quán nằm ở mặt tiền Nguyễn Văn Linh giáp 30/4 ấy ạ, quán có diện tích khá to rộng lắm luôn, bãi giữ xe rộng bao la luôn
Quán có bán bún măn vịt xiêm, bún cà ri ( ngon nhất nhé ) , miến gà. Mỗi phần có thể kêu thêm ức gà, đùi gà toàn gà ta không luôn nhé chứ không phải gà công nghiệp đâu nha. Thịt gà chắc, mềm, không bỡ ăn vào biết gà ta liền luôn nên giá hơn chỗ khác tí. Nhưng tiền nào của nấy mấy bạn ạ. 😍. Cái chỗ nì là từ chỗ nì https://www.foody.vn/can-tho/thu-hien-bun-mang-vit-xiem dời qua.
Nhìn chung là quá rộng rãi thoáng mát hơn và nhiều chỗ đậu xe hơn quán cũ. Mà bàn ghế thì vẫn ngồi thấp chứ chưa được ngồi bàn cao (mấy đứa mập không thích điều này).
Menu thì quá chời món để lựa chọn luôn nào là bún nào là miến, măng với cà ri, rồi còn chọn ăn phần nào của con vịt nữa chứ... Tha hồ mà kêu. Thịt vịt xơ chế có vẻ khá kỹ lưỡng nên ăn không có tanh đâu á nha.
Chỗ để xe rộng thì có rộng mà có vẻ là không có người dẫn. Phục vụ đồ ăn nhanh và cũng thân thiện. Nghe nói quán dời từ đường 30/4 qua đây, nghe bạn mình giới thiệu nên ghé ăn thử. Chất lượng không như lời đồn, riêng mình thì thấy khá mắc so với chất lượng, tô bún khá ít và cũng hơi ít thịt luôn, nước súp cũng tàm tạm, không đặc sắc lắm, một tô 35k, bằng với bún măng 123 Phan Đình Phùng nhưng ở PĐP ngon và chất lượng hơn. Ngoài bún măng thì quán còn được nhiều người biết đến bún cà ri vịt, miến gà, cơm,... được cái không gian khá rộng, có chỗ đậu xe thoải mái",https://www.foody.vn/can-tho/thu-hien-bun-mang-bun-cari,"Bún, Quán ăn"
Bếp Nhà Mây Mây,"Số 211 Đường Số 3, Khu Cán Bộ ĐHCT, P. An Khánh, Quận Ninh Kiều, Cần Thơ",6.4,08:00 - 21:00,5.000đ - 45.000đ,"10.0260610000000, 105.7614600000000",https://down-vn.img.susercontent.com/vn-11134513-7ras8-m3x2saxyjh6k94@resize_ss576x330,10 điểm cho chất lượng 🤩🤩🤩. (10 điểm cho chất lượng🤩🤩🤩). 10 điểm cho chất lượng. 10 điểm cho chất lượng,https://www.foody.vn/can-tho/bep-nha-may-may,"Quán ăn, Vỉa hè, Ăn vặt"
MyMy House - Bánh Mì Phô Mai Tan Chảy,"132B5 Hẻm Liên Tổ 1-2, Nguyễn Văn Cừ Nối Dài, P. An Khánh, Quận Ninh Kiều, Cần Thơ",7.5,08:00 - 21:00,50.000đ - 100.000đ,"10.0382160000000, 105.7638850000000",https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu85k68kjpgf5@resize_ss576x330,Lâu lâu về cần thơ mới biết có tiệm bánh phomai ngonn chuẩn vị xì phố mà mình hay ăn 😚😚. Bánh này k để chà bông ăn chay đươc k,https://www.foody.vn/can-tho/mymy-house-banh-mi-pho-mai-tan-chay,"Bánh mì, Mì, Phô mai, Tiệm bánh"
